Algorithm	Subject	Run	ReductionPercentage	PreparationTime	SelectionTime	FaultDetectionLoss	FirstFaultyTest
ART-D	chart_v1	14	5	0	0.172615	1	-1
ART-D	chart_v1	15	5	0	0.072794	1	-1
ART-D	chart_v1	16	5	0	0.097387	1	-1
ART-D	chart_v1	17	5	0	0.074747	1	-1
ART-D	chart_v1	18	5	0	0.077456	0	17
ART-D	chart_v1	19	5	0	0.167686	1	-1
ART-D	chart_v1	20	5	0	0.09645	1	-1
ART-D	chart_v1	21	5	0	0.110787	1	-1
ART-D	chart_v1	22	5	0	0.117969	1	-1
ART-D	chart_v1	23	5	0	0.176348	1	-1
ART-D	chart_v1	24	5	0	0.095721	1	-1
ART-D	chart_v1	25	5	0	0.095228	1	-1
ART-D	chart_v1	26	5	0	0.092351	1	-1
ART-D	chart_v1	27	5	0	0.074045	1	-1
ART-D	chart_v1	28	5	0	0.161162	1	-1
ART-D	chart_v1	29	5	0	0.073097	1	-1
ART-D	chart_v1	30	5	0	0.105199	1	-1
ART-D	chart_v1	31	5	0	0.103084	1	-1
ART-D	chart_v1	32	5	0	0.062157	1	-1
ART-D	chart_v1	33	5	0	0.0516	1	-1
ART-D	chart_v1	34	5	0	0.194964	1	-1
ART-D	chart_v1	35	5	0	0.078562	1	-1
ART-D	chart_v1	36	5	0	0.085151	1	-1
ART-D	chart_v1	37	5	0	0.179522	1	-1
ART-D	chart_v1	38	5	0	0.074342	1	-1
ART-D	chart_v1	39	5	0	0.201053	1	-1
ART-D	chart_v1	40	5	0	0.080108	1	-1
ART-D	chart_v1	41	5	0	0.121447	1	-1
ART-D	chart_v1	42	5	0	0.098381	1	-1
ART-D	chart_v1	43	5	0	0.183464	1	-1
ART-D	chart_v1	44	5	0	0.060484	1	-1
ART-D	chart_v1	45	5	0	0.156918	1	-1
ART-D	chart_v1	46	5	0	0.103461	1	-1
ART-D	chart_v1	47	5	0	0.102906	1	-1
ART-D	chart_v1	48	5	0	0.069567	1	-1
ART-D	chart_v1	49	5	0	0.14724	1	-1
ART-D	chart_v1	50	5	0	0.097939	1	-1
ART-D	chart_v1	1	6	0	0.096934	1	-1
ART-D	chart_v1	2	6	0	0.10375	1	-1
ART-D	chart_v1	3	6	0	0.171051	1	-1
ART-D	chart_v1	4	6	0	0.103092	1	-1
ART-D	chart_v1	5	6	0	0.19073	1	-1
ART-D	chart_v1	6	6	0	0.109789	1	-1
ART-D	chart_v1	7	6	0	0.243754	1	-1
ART-D	chart_v1	8	6	0	0.097328	1	-1
ART-D	chart_v1	9	6	0	0.146628	1	-1
ART-D	chart_v1	10	6	0	0.130436	1	-1
ART-D	chart_v1	11	6	0	0.150281	1	-1
ART-D	chart_v1	12	6	0	0.175399	1	-1
ART-D	chart_v1	13	6	0	0.173505	1	-1
ART-D	chart_v1	14	6	0	0.109811	1	-1
ART-D	chart_v1	15	6	0	0.176963	1	-1
