Algorithm	Subject	Run	ReductionPercentage	PreparationTime	SelectionTime	FaultDetectionLoss	FirstFaultyTest
ART-D	flex_v3	10	6	0	0.072627	0.1111111111	3
ART-D	flex_v3	11	6	0	0.068467	0.4444444444	1
ART-D	flex_v3	12	6	0	0.074282	0.5555555556	1
ART-D	flex_v3	13	6	0	0.06318	0.5555555556	1
ART-D	flex_v3	14	6	0	0.063098	0.3333333333	1
ART-D	flex_v3	15	6	0	0.079894	0.4444444444	1
ART-D	flex_v3	16	6	0	0.0671	0.2222222222	1
ART-D	flex_v3	17	6	0	0.072933	0.3333333333	4
ART-D	flex_v3	18	6	0	0.066277	0.2222222222	1
ART-D	flex_v3	19	6	0	0.072728	0.4444444444	2
ART-D	flex_v3	20	6	0	0.070736	0.2222222222	2
ART-D	flex_v3	21	6	0	0.05845	0.3333333333	2
ART-D	flex_v3	22	6	0	0.070792	0.2222222222	1
ART-D	flex_v3	23	6	0	0.07977	0.3333333333	1
ART-D	flex_v3	24	6	0	0.067922	0.4444444444	4
ART-D	flex_v3	25	6	0	0.064709	0.3333333333	1
ART-D	flex_v3	26	6	0	0.060991	0.4444444444	1
ART-D	flex_v3	27	6	0	0.069376	0.4444444444	1
ART-D	flex_v3	28	6	0	0.073912	0.1111111111	2
ART-D	flex_v3	29	6	0	0.068004	0.1111111111	1
ART-D	flex_v3	30	6	0	0.066345	0.3333333333	1
ART-D	flex_v3	31	6	0	0.072523	0.2222222222	2
ART-D	flex_v3	32	6	0	0.080883	0.3333333333	1
ART-D	flex_v3	33	6	0	0.072275	0.4444444444	1
ART-D	flex_v3	34	6	0	0.073284	0.4444444444	2
ART-D	flex_v3	35	6	0	0.065185	0.2222222222	1
ART-D	flex_v3	36	6	0	0.067043	0.1111111111	1
ART-D	flex_v3	37	6	0	0.064013	0.4444444444	1
ART-D	flex_v3	38	6	0	0.071193	0.1111111111	1
ART-D	flex_v3	39	6	0	0.065906	0.2222222222	1
ART-D	flex_v3	40	6	0	0.068682	0.1111111111	3
ART-D	flex_v3	41	6	0	0.069758	0.1111111111	3
ART-D	flex_v3	42	6	0	0.068195	0.3333333333	1
ART-D	flex_v3	43	6	0	0.071981	0.2222222222	3
ART-D	flex_v3	44	6	0	0.07532	0.3333333333	2
ART-D	flex_v3	45	6	0	0.0651	0.3333333333	2
ART-D	flex_v3	46	6	0	0.068907	0.4444444444	2
ART-D	flex_v3	47	6	0	0.061055	0.4444444444	1
ART-D	flex_v3	48	6	0	0.071618	0.4444444444	1
ART-D	flex_v3	49	6	0	0.092385	0.3333333333	1
ART-D	flex_v3	50	6	0	0.07416	0.4444444444	4
ART-D	flex_v3	1	7	0	0.088748	0.3333333333	1
ART-D	flex_v3	2	7	0	0.105204	0.3333333333	1
ART-D	flex_v3	3	7	0	0.086901	0.4444444444	1
ART-D	flex_v3	4	7	0	0.08813	0.1111111111	2
ART-D	flex_v3	5	7	0	0.083179	0.3333333333	1
ART-D	flex_v3	6	7	0	0.083325	0.3333333333	1
ART-D	flex_v3	7	7	0	0.088174	0.4444444444	1
ART-D	flex_v3	8	7	0	0.088128	0.2222222222	4
ART-D	flex_v3	9	7	0	0.098532	0.3333333333	2
ART-D	flex_v3	10	7	0	0.090375	0.3333333333	1
ART-D	flex_v3	11	7	0	0.090619	0.4444444444	1
ART-D	flex_v3	12	7	0	0.075644	0.4444444444	1
ART-D	flex_v3	13	7	0	0.085606	0.4444444444	1
ART-D	flex_v3	14	7	0	0.084272	0.5555555556	2
ART-D	flex_v3	15	7	0	0.087234	0.4444444444	1
ART-D	flex_v3	16	7	0	0.094281	0.3333333333	1
ART-D	flex_v3	17	7	0	0.077988	0.2222222222	3
ART-D	flex_v3	18	7	0	0.0894	0.2222222222	1
ART-D	flex_v3	19	7	0	0.086096	0.2222222222	1
ART-D	flex_v3	20	7	0	0.08753	0.2222222222	1
ART-D	flex_v3	21	7	0	0.089395	0.4444444444	1
ART-D	flex_v3	22	7	0	0.077365	0.4444444444	2
ART-D	flex_v3	23	7	0	0.097358	0.1111111111	1
ART-D	flex_v3	24	7	0	0.075731	0.3333333333	1
ART-D	flex_v3	25	7	0	0.094779	0.1111111111	2
ART-D	flex_v3	26	7	0	0.088993	0.1111111111	1
ART-D	flex_v3	27	7	0	0.084932	0.4444444444	3
ART-D	flex_v3	28	7	0	0.082748	0.3333333333	1
ART-D	flex_v3	29	7	0	0.096826	0.4444444444	2
ART-D	flex_v3	30	7	0	0.086859	0.4444444444	2
ART-D	flex_v3	31	7	0	0.078135	0.4444444444	2
ART-D	flex_v3	32	7	0	0.088267	0.3333333333	2
ART-D	flex_v3	33	7	0	0.092096	0.3333333333	1
ART-D	flex_v3	34	7	0	0.087225	0.4444444444	1
ART-D	flex_v3	35	7	0	0.089378	0.2222222222	2
ART-D	flex_v3	36	7	0	0.083636	0.1111111111	2
