Algorithm	Subject	Run	PreparationTime	SelectionTime	FaultDetectionLoss	TestSuiteReduction	FirstFaultyTest
ART-F	time_v1	4	0	20.186222	0	0.0327868852	28
ART-F	time_v1	5	0	20.307705	0	0.0245901639	30
ART-F	time_v1	6	0	20.806461	0	0	70
ART-F	time_v1	7	0	21.129692	0	0.0081967213	39
ART-F	time_v1	8	0	20.613145	0	0.0081967213	49
ART-F	time_v1	9	0	20.607322	0	0	88
ART-F	time_v1	10	0	21.377336	0	0	99
ART-F	time_v1	11	0	20.068905	0	0	69
ART-F	time_v1	12	0	21.577199	0	0	3
ART-F	time_v1	13	0	20.904097	0	0.0245901639	113
ART-F	time_v1	14	0	19.565593	0	0	14
ART-F	time_v1	15	0	18.840126	0	0.0081967213	83
ART-F	time_v1	16	0	21.186442	0	0	109
ART-F	time_v1	17	0	20.616908	0	0	49
ART-F	time_v1	18	0	21.032351	0	0.0163934426	5
ART-F	time_v1	19	0	20.657227	0	0	25
ART-F	time_v1	20	0	20.57587	0	0.0081967213	40
ART-F	time_v1	21	0	20.364676	0	0.0081967213	15
ART-F	time_v1	22	0	21.062601	0	0.0081967213	14
ART-F	time_v1	23	0	20.530011	0	0.0081967213	105
ART-F	time_v1	24	0	20.002086	0	0.0163934426	24
ART-F	time_v1	25	0	20.489983	0	0	95
ART-F	time_v1	26	0	20.226747	0	0.0163934426	15
ART-F	time_v1	27	0	16.762561	0	0.0081967213	22
ART-F	time_v1	28	0	20.526582	0	0	59
ART-F	time_v1	29	0	20.780376	0	0	35
ART-F	time_v1	30	0	20.603243	0	0.0327868852	45
ART-F	time_v1	31	0	20.603134	0	0	5
ART-F	time_v1	32	0	20.853783	0	0.0163934426	15
ART-F	time_v1	33	0	21.592203	0	0	69
ART-F	time_v1	34	0	20.580344	0	0.0081967213	50
ART-F	time_v1	35	0	20.500734	0	0	94
ART-F	time_v1	36	0	21.03524	0	0.0327868852	80
ART-F	time_v1	37	0	20.984835	0	0	79
ART-F	time_v1	38	0	20.491426	0	0.0245901639	14
ART-F	time_v1	39	0	21.500906	0	0.0081967213	120
